question,possible_answers,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop
What genre is the Meredith Edwards album titled *Reach*?,"[""country music"", ""country and western"", ""country & western"", ""country"", ""Nashville sound""]",5547174,Reach,genre,country music,2471846,91,2837284,[],"[""country and western"",""country & western"",""country"",""Nashville sound""]",http://www.wikidata.org/entity/Q7300164,http://www.wikidata.org/entity/Q83440,Reach (Meredith Edwards album),Country music,85,91093
What genre is Elias Childe?,"[""landscape art"", ""landscape painting"", ""landscape""]",1080841,Elias Childe,genre,landscape art,465660,91,656611,"[""Elias C. Childs"",""Child""]","[""landscape painting"",""landscape""]",http://www.wikidata.org/entity/Q16857188,http://www.wikidata.org/entity/Q191163,Elias Childe,Landscape painting,96,13966
What genre is André Duchesne?,"[""experimental music"", ""Experimental""]",3333338,André Duchesne,genre,experimental music,1432086,91,428760,"[""Andre Duchesne""]","[""Experimental""]",http://www.wikidata.org/entity/Q4759886,http://www.wikidata.org/entity/Q1640319,André Duchesne (musician),Experimental music,95,18371
What genre is Operation Sabotage?,"[""interactive fiction"", ""text adventure"", ""interactive book video game"", ""Interactive eBooks"", ""Interactive fiction""]",5346139,Operation Sabotage,genre,interactive fiction,2375403,91,84286,[],"[""text adventure"",""interactive book video game"",""Interactive eBooks"",""Interactive fiction""]",http://www.wikidata.org/entity/Q7097482,http://www.wikidata.org/entity/Q1143118,Operation Sabotage,Interactive fiction,52,10373
"What genre is the 2006 film, *The Gap*?","[""comedy-drama"", ""dramedy"", ""comedic drama"", ""tragicomedy"", ""seriocomedy"", ""comedy drama"", ""dramatic comedy"", ""Comedy-drama, dramedy""]",5927764,The Gap,genre,comedy-drama,2658827,91,2852854,"[""Gap""]","[""dramedy"",""comedic drama"",""tragicomedy"",""seriocomedy"",""comedy drama"",""dramatic comedy"",""Comedy-drama, dramedy""]",http://www.wikidata.org/entity/Q7735785,http://www.wikidata.org/entity/Q859369,The Gap (film),Comedy-drama,80,36819
"What is the genre of Dark Matter, the book by Garfield Reeves-Stevens?","[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",3846541,Dark Matter,genre,science fiction,1678288,91,844831,[],"[""SF"",""scifi"",""sci Fi"",""sci-Fi"",""science-fiction"",""sci fi"",""sciencefiction""]",http://www.wikidata.org/entity/Q5223312,http://www.wikidata.org/entity/Q24925,Dark Matter (Reeves-Stevens novel),Science fiction,50,155784
What genre does the book *Chaotic* by Kelley Armstrong belong to?,"[""novella""]",3680895,Chaotic,genre,novella,1598983,91,279622,[],[],http://www.wikidata.org/entity/Q5072828,http://www.wikidata.org/entity/Q149537,Chaotic (novella),Novella,55,22512
"What is the genre of Flare, an album by Hitomi Shimatani?","[""J-pop"", ""Japanese pop"", ""jpop""]",4115134,Flare,genre,J-pop,1802645,91,167395,[],"[""Japanese pop"",""jpop""]",http://www.wikidata.org/entity/Q5457465,http://www.wikidata.org/entity/Q131578,Flare (album),J-pop,76,31446
What genre is Brain Slaves?,"[""neo-psychedelia""]",3559271,Brain Slaves,genre,neo-psychedelia,1538867,91,2349166,[],[],http://www.wikidata.org/entity/Q4955788,http://www.wikidata.org/entity/Q703778,Brain Slaves,Neo-psychedelia,90,11621
"What is the genre of The New World, the 2011 film directed by Jaan Tootsen?","[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]",3966961,The New World,genre,documentary film,1733194,91,2898005,"[""New World""]","[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q5319149,http://www.wikidata.org/entity/Q93204,The New World (2011 film),Documentary film,89,42565
What genre is McKendree Long?,"[""portrait"", ""portraiture"", ""portrait art""]",5131278,McKendree Long,genre,portrait,2268880,91,183964,"[""Rev. M. R. Long, Sr."",""McKendree R. Long"",""McKendree Robbins Long"",""Mac"",""Rev. McKendree Robbins Long"",""Rev. McKendree Robbins Long, Sr.""]","[""portraiture"",""portrait art""]",http://www.wikidata.org/entity/Q6801790,http://www.wikidata.org/entity/Q134307,McKendree Long,Portrait,57,14587
"What is the genre of Drill, the British band?","[""industrial rock""]",3955183,Drill,genre,industrial rock,1727393,91,2925770,[],[],http://www.wikidata.org/entity/Q5307536,http://www.wikidata.org/entity/Q968730,Drill (UK band),Industrial rock,47,11267
"What is the genre of Settle, the American musical group?","[""indie rock"", ""Independent rock"", ""Indie Rock""]",5724174,Settle,genre,indie rock,2554742,91,611592,[],"[""Independent rock"",""Indie Rock""]",http://www.wikidata.org/entity/Q7456907,http://www.wikidata.org/entity/Q183504,Settle (band),Indie rock,69,68145
What genre is Magic Music?,"[""J-pop"", ""Japanese pop"", ""jpop""]",178500,Magic Music,genre,J-pop,72123,91,167395,[],"[""Japanese pop"",""jpop""]",http://www.wikidata.org/entity/Q11232659,http://www.wikidata.org/entity/Q131578,Magic Music (Kaela Kimura song),J-pop,53,31446
"What genre is Voyage, the 2011 debut studio album by The Sound of Arrows?","[""synth-pop"", ""synthesizer pop"", ""techno-pop"", ""synthpop""]",2960647,Voyage,genre,synth-pop,1268094,91,159936,[],"[""synthesizer pop"",""techno-pop"",""synthpop""]",http://www.wikidata.org/entity/Q4052802,http://www.wikidata.org/entity/Q1298934,Voyage (The Sound of Arrows album),Synth-pop,94,67724
What genre is Marty Marsala?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]",1465497,Marty Marsala,genre,jazz,654602,91,2837065,[],"[""jazz music"",""jass"",""jas"",""jaz"",""Jazz""]",http://www.wikidata.org/entity/Q1905814,http://www.wikidata.org/entity/Q8341,Marty Marsala,Jazz,67,100802
What genre is Qian Du?,"[""landscape art"", ""landscape painting"", ""landscape""]",5511195,Qian Du,genre,landscape art,2454840,91,656611,"[""Yu"",""Songhu"",""Zhongting"",""Songgong"",""Shumei""]","[""landscape painting"",""landscape""]",http://www.wikidata.org/entity/Q7267604,http://www.wikidata.org/entity/Q191163,Qian Du,Landscape painting,90,13966
What is the genre of the single *To Mother*?,"[""J-pop"", ""Japanese pop"", ""jpop""]",2319205,To Mother,genre,J-pop,1011681,91,167395,[],"[""Japanese pop"",""jpop""]",http://www.wikidata.org/entity/Q306981,http://www.wikidata.org/entity/Q131578,To Mother (song),J-pop,83,31446
What genre is the 2013 Indonesian television series Magic?,"[""soap opera"", ""soap"", ""soapie"", ""soapopera""]",345859,Magic,genre,soap opera,139057,91,808453,[],"[""soap"",""soapie"",""soapopera""]",http://www.wikidata.org/entity/Q12496070,http://www.wikidata.org/entity/Q23739,Magic (TV series),Soap opera,99,50456
"What is the genre of The Harrowing, a book by Alexandra Sokoloff?","[""horror literature""]",5931235,The Harrowing,genre,horror literature,2660552,91,666582,[],[],http://www.wikidata.org/entity/Q7738944,http://www.wikidata.org/entity/Q193606,The Harrowing (novel),Horror literature,87,291
What is the genre of the song Yellow by Kaela Kimura?,"[""J-pop"", ""Japanese pop"", ""jpop""]",4630284,Yellow,genre,J-pop,2040779,91,167395,[],"[""Japanese pop"",""jpop""]",http://www.wikidata.org/entity/Q6141829,http://www.wikidata.org/entity/Q131578,Yellow (Kaela Kimura song),J-pop,56,31446
"What is the genre of Hara, a sculpture by Deborah Butterfield?","[""public art""]",4329994,Hara,genre,public art,1901946,91,1864184,[],[],http://www.wikidata.org/entity/Q5653496,http://www.wikidata.org/entity/Q557141,Hara (sculpture),Public art,87,5578
What genre is Nightdreamers?,"[""novella""]",5291073,Nightdreamers,genre,novella,2348024,91,279622,[],[],http://www.wikidata.org/entity/Q7033783,http://www.wikidata.org/entity/Q149537,Nightdreamers,Novella,63,22512
What genre is The Song of the Suburbs?,"[""musical film"", ""musical movie""]",4901964,The Song of the Suburbs,genre,musical film,2160361,91,2842261,"[""Song of the Suburbs"",""La canci\u00f3n de los barrios"",""La cancion de los barrios""]","[""musical movie""]",http://www.wikidata.org/entity/Q6461508,http://www.wikidata.org/entity/Q842256,The Song of the Suburbs,Musical film,75,22860
"What genre is The Club, a 2010 show?","[""reality television"", ""reality TV"", ""reality television program"", ""reality TV program"", ""reality television show"", ""television reality program"", ""television reality show"", ""TV reality program"", ""TV reality show""]",5917281,The Club,genre,reality television,2653478,91,606038,[],"[""reality TV"",""reality television program"",""reality TV program"",""reality television show"",""television reality program"",""television reality show"",""TV reality program"",""TV reality show""]",http://www.wikidata.org/entity/Q7723520,http://www.wikidata.org/entity/Q182415,The Club (2010 TV series),Reality television,64,40906
What genre is Eddie & the Gang with No Name?,"[""young adult literature"", ""juvenile fiction"", ""YA"", ""youth literature"", ""juvenile literature"", ""young adult fiction"", ""YA literature"", ""YA fiction""]",3983793,Eddie & the Gang with No Name,genre,young adult literature,1741428,91,133436,[],"[""juvenile fiction"",""YA"",""youth literature"",""juvenile literature"",""young adult fiction"",""YA literature"",""YA fiction""]",http://www.wikidata.org/entity/Q5335791,http://www.wikidata.org/entity/Q1233720,Eddie & the Gang with No Name,Young adult fiction,66,34659
What genre is Koko ni Iruzee!?,"[""J-pop"", ""Japanese pop"", ""jpop""]",198406,Koko ni Iruzee!,genre,J-pop,80292,91,167395,[],"[""Japanese pop"",""jpop""]",http://www.wikidata.org/entity/Q1137307,http://www.wikidata.org/entity/Q131578,Koko ni Iruzee!,J-pop,78,31446
What genre is the 2014 extended play by Aaron Yan?,"[""mandopop"", ""Mandarin popular music"", ""mandapop""]",1227346,Cut,genre,mandopop,545893,91,2928692,[],"[""Mandarin popular music"",""mandapop""]",http://www.wikidata.org/entity/Q17434126,http://www.wikidata.org/entity/Q973150,Cut (EP),Mandopop,57,7854
What genre is the album Stories by Mayumi Iizuka?,"[""J-pop"", ""Japanese pop"", ""jpop""]",4621279,Stories,genre,J-pop,2037184,91,167395,[],"[""Japanese pop"",""jpop""]",http://www.wikidata.org/entity/Q6133773,http://www.wikidata.org/entity/Q131578,Stories (Mayumi Iizuka album),J-pop,61,31446
What genre is Most of Me?,"[""non-fiction"", ""nonfiction"", ""non fiction""]",5215349,Most of Me,genre,non-fiction,2309390,91,744488,[],"[""nonfiction"",""non fiction""]",http://www.wikidata.org/entity/Q6916815,http://www.wikidata.org/entity/Q213051,Most of Me,Nonfiction,44,17737
What genre is the 1952 film I Lost My Heart in Heidelberg by Ernst Neubach?,"[""musical film"", ""musical movie""]",1178924,I Lost My Heart in Heidelberg,genre,musical film,524400,91,2842261,[],"[""musical movie""]",http://www.wikidata.org/entity/Q17101486,http://www.wikidata.org/entity/Q842256,I Lost My Heart in Heidelberg (1952 film),Musical film,98,22860
What genre is the single VS by Misono?,"[""J-pop"", ""Japanese pop"", ""jpop""]",2084971,VS,genre,J-pop,913105,91,167395,[],"[""Japanese pop"",""jpop""]",http://www.wikidata.org/entity/Q2714279,http://www.wikidata.org/entity/Q131578,VS (song),J-pop,61,31446
"What is the genre of Seven Veils, an album by Robert Rich?","[""ambient music"", ""ambient"", ""Ambient""]",5724676,Seven Veils,genre,ambient music,2555004,91,664254,[],"[""ambient"",""Ambient""]",http://www.wikidata.org/entity/Q7457496,http://www.wikidata.org/entity/Q193207,Seven Veils (Robert Rich album),Ambient music,65,26089
"What is the genre of Bridge, the album by Speed?","[""J-pop"", ""Japanese pop"", ""jpop""]",6275770,Bridge,genre,J-pop,2832709,91,167395,[],"[""Japanese pop"",""jpop""]",http://www.wikidata.org/entity/Q82626,http://www.wikidata.org/entity/Q131578,Bridge (Speed album),J-pop,66,31446
What genre is Deivos?,"[""death metal"", ""Death Metal""]",266419,Deivos,genre,death metal,107553,91,1473195,[],"[""Death Metal""]",http://www.wikidata.org/entity/Q1183441,http://www.wikidata.org/entity/Q483251,Deivos (band),Death metal,96,35455
What genre is Martinez?,"[""dansband"", ""Svensktoppsband"", ""Svensktoppen band""]",6384885,Martinez,genre,dansband,2876005,91,96095,[],"[""Svensktoppsband"",""Svensktoppen band""]",http://www.wikidata.org/entity/Q9013734,http://www.wikidata.org/entity/Q1164847,Martinez (band),Dansband,62,1811
"What is the genre of Chariot Race, the 1983 video game?","[""racing video game"", ""racing game"", ""racing video games"", ""racer""]",3682187,Chariot Race,genre,racing video game,1599692,91,2853660,[],"[""racing game"",""racing video games"",""racer""]",http://www.wikidata.org/entity/Q5074370,http://www.wikidata.org/entity/Q860750,Chariot Race,Racing game,91,14617
What genre is the album Progression by Markus Schulz?,"[""trance"", ""trance music"", ""Trance""]",5492591,Progression,genre,trance,2444709,91,513739,[],"[""trance music"",""Trance""]",http://www.wikidata.org/entity/Q7248611,http://www.wikidata.org/entity/Q170435,Progression (album),Trance music,80,20220
"What is the genre of The Take, the UK musical group?","[""punk rock"", ""punk"", ""punk music""]",5958809,The Take,genre,punk rock,2674783,91,1011970,[],"[""punk"",""punk music""]",http://www.wikidata.org/entity/Q7767922,http://www.wikidata.org/entity/Q3071,The Take (Welsh band),Punk rock,69,83910
"What is the genre of Conversations, the album by Sara Groves?","[""contemporary Christian music"", ""inspirational music"", ""CCM"", ""Contemporary Christian music""]",975023,Conversations,genre,contemporary Christian music,416205,91,212294,[],"[""inspirational music"",""CCM"",""Contemporary Christian music""]",http://www.wikidata.org/entity/Q16246667,http://www.wikidata.org/entity/Q1379958,Conversations (Sara Groves album),Contemporary Christian music,99,15249
"What is the genre of Mars, the 1968 film by Pavel Klushantsev?","[""science fiction film"", ""sci-fi film"", ""science fiction movie"", ""sci-fi movie"", ""scifi film"", ""scifi movie"", ""sci fi film"", ""sci fi movie"", ""scifi-film"", ""scifi""]",3024339,Mars,genre,science fiction film,1294701,91,1406377,[],"[""sci-fi film"",""science fiction movie"",""sci-fi movie"",""scifi film"",""scifi movie"",""sci fi film"",""sci fi movie"",""scifi-film"",""scifi""]",http://www.wikidata.org/entity/Q4282423,http://www.wikidata.org/entity/Q471839,Mars (1968 film),Science fiction film,78,41996
"What genre is Dimensions, the 1955 studio album by Maynard Ferguson?","[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]",783144,Dimensions,genre,jazz,333989,91,2837065,[],"[""jazz music"",""jass"",""jas"",""jaz"",""Jazz""]",http://www.wikidata.org/entity/Q1572104,http://www.wikidata.org/entity/Q8341,Dimensions (Maynard Ferguson album),Jazz,97,100802
"What genre is associated with Astro, the British musician (1957–2021)?","[""reggae"", ""reggae music""]",3398480,Astro,genre,reggae,1462035,91,2932736,[],"[""reggae music""]",http://www.wikidata.org/entity/Q4811478,http://www.wikidata.org/entity/Q9794,Astro (English musician),Reggae,46,47326
"What genre is The Angel, the 2007 short film directed by Paul Hough?","[""horror film"", ""horror movie""]",5908270,The Angel,genre,horror film,2648853,91,703275,"[""Angel""]","[""horror movie""]",http://www.wikidata.org/entity/Q7713741,http://www.wikidata.org/entity/Q200092,The Angel (2007 film),Horror film,75,90942
What genre is Tempting Danger?,"[""paranormal romance""]",5895029,Tempting Danger,genre,paranormal romance,2642438,91,113322,[],[],http://www.wikidata.org/entity/Q7699054,http://www.wikidata.org/entity/Q1192185,Tempting Danger,Paranormal romance,73,2590
What genre is the 1987 single I Will Be There by Dan Seals?,"[""country music"", ""country and western"", ""country & western"", ""country"", ""Nashville sound""]",1136901,I Will Be There,genre,country music,500838,91,2837284,[],"[""country and western"",""country & western"",""country"",""Nashville sound""]",http://www.wikidata.org/entity/Q16994621,http://www.wikidata.org/entity/Q83440,I Will Be There (Dan Seals song),Country music,88,91093
What genre is Detour for Emmy?,"[""young adult literature"", ""juvenile fiction"", ""YA"", ""youth literature"", ""juvenile literature"", ""young adult fiction"", ""YA literature"", ""YA fiction""]",3904776,Detour for Emmy,genre,young adult literature,1704204,91,133436,[],"[""juvenile fiction"",""YA"",""youth literature"",""juvenile literature"",""young adult fiction"",""YA literature"",""YA fiction""]",http://www.wikidata.org/entity/Q5265796,http://www.wikidata.org/entity/Q1233720,Detour for Emmy,Young adult fiction,74,34659
What genre is the EP by Aaron Yan titled *Drama*?,"[""mandopop"", ""Mandarin popular music"", ""mandapop""]",1214913,Drama,genre,mandopop,540799,91,2928692,[],"[""Mandarin popular music"",""mandapop""]",http://www.wikidata.org/entity/Q17370574,http://www.wikidata.org/entity/Q973150,Drama (Aaron Yan EP),Mandopop,81,7854
What genre is Lisa Shaffer?,"[""country music"", ""country and western"", ""country & western"", ""country"", ""Nashville sound""]",4973505,Lisa Shaffer,genre,country music,2194147,91,2837284,[],"[""country and western"",""country & western"",""country"",""Nashville sound""]",http://www.wikidata.org/entity/Q6558402,http://www.wikidata.org/entity/Q83440,Lisa Shaffer,Country music,78,91093
What genre is the 2001 album Gone by Entwine?,"[""gothic metal"", ""goth metal""]",1941957,Gone,genre,gothic metal,853785,91,574132,[],"[""goth metal""]",http://www.wikidata.org/entity/Q2523001,http://www.wikidata.org/entity/Q178145,Gone (Entwine album),Gothic metal,9,11369
What type of genre does the artwork Compass by Gail Simpson belong to?,"[""public art""]",3774995,Compass,genre,public art,1643112,91,1864184,[],[],http://www.wikidata.org/entity/Q5156065,http://www.wikidata.org/entity/Q557141,Compass (Simpson),Public art,79,5578
"What is the genre of Apollo, the American music group?","[""rhythm and blues"", ""R&B"", ""RnB"", ""RNB"", ""R and B"", ""R & B""]",3362656,Apollo,genre,rhythm and blues,1444976,91,1350191,[],"[""R&B"",""RnB"",""RNB"",""R and B"",""R & B""]",http://www.wikidata.org/entity/Q4780273,http://www.wikidata.org/entity/Q45981,Apollo (quintet),Rhythm and blues,13,60774
What genre is Ruth Berman Harris?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]",5652259,Ruth Berman Harris,genre,jazz,2518883,91,2837065,[],"[""jazz music"",""jass"",""jas"",""jaz"",""Jazz""]",http://www.wikidata.org/entity/Q7382895,http://www.wikidata.org/entity/Q8341,Ruth Berman Harris (harpist),Jazz,50,100802
